salary,educationType,jobTitle,qualification,gender,dateModify,skills,otherInfo
20000,,продавец,,Женский,2021-09-08,,
50000,Среднее профессиональное,,,Мужской,2021-04-01,,
80000,Высшее,бурильщик,,Мужской,2021-11-29,"техническ, ответствен, управленческ, водительск, производствен, оперативн","аналитический, быстрый"
70000,Высшее,администратор,юрист,Мужской,2021-11-02,,
20000,Высшее,,инженер,Мужской,2021-04-01,,
70000,Высшее,директор,,,2021-04-01,"Office, уверен",
20000,Среднее профессиональное,,,Женский,2021-04-01,,
40000,Высшее,директор,юрист,Мужской,2021-04-01,,
20000,Среднее профессиональное,,,Мужской,2021-04-01,,
10000,Высшее,,,Мужской,2021-04-01,,
15000,Высшее,,инженер,Мужской,2021-04-01,техническ,готовый
10000,Среднее профессиональное,,,Мужской,2021-05-20,,
35000,,,,Женский,2021-08-04,,
30000,Среднее,водител,,Мужской,2021-10-27,"ответствен, способн",
40000,Среднее,,,Женский,2021-05-07,,
25000,,,,Мужской,2021-04-01,,
15000,Среднее профессиональное,бухгалтер,бухгалтер,Женский,2021-04-01,,
25000,Среднее,,,Женский,2021-04-01,,
40000,Среднее,,,Женский,2021-04-01,,
35000,Среднее профессиональное,,,Мужской,2021-10-21,,
20000,Высшее,инженер,инженер,Мужской,2021-10-24,"стрессоустойчив, ответствен",
8000,Среднее профессиональное,,бухгалтер,Женский,2021-08-05,,
40000,Незаконченное высшее,,,Мужской,2021-04-01,,
15000,,,,,2021-04-01,,
35000,Высшее,,,Женский,2021-09-28,,
20000,,машинист,,Мужской,2021-05-21,,
25000,Среднее профессиональное,администратор,,Женский,2021-11-30,,
20000,,,,Женский,2021-04-01,,
20000,Среднее профессиональное,операционист,бухгалтер,Женский,2021-11-29,,
35000,Среднее,монтер,,Мужской,2021-10-12,,
45000,Высшее,инженер,инженер,Мужской,2021-06-23,"организаторск, способн",
60000,,,,,2021-04-01,,
35000,Незаконченное высшее,,,Женский,2021-08-16,"Word, Internet, английск, Office, уверен",
50000,Среднее профессиональное,,,Мужской,2021-04-01,,
40000,Высшее,,,Женский,2021-11-18,,
50000,,,,Женский,2021-10-26,,
35000,,,,Мужской,2021-10-08,,
26000,Среднее,,,Женский,2021-04-01,,
20000,Среднее,,,Мужской,2021-09-01,,
30000,Среднее,,,Мужской,2021-05-30,,
70,,,,Женский,2021-08-06,,
20000,,,,Женский,2021-09-11,,
25000,Среднее профессиональное,,повар,Женский,2021-10-03,,
40000,Высшее,педагог,психолог,Женский,2021-06-24,"активн, аналитическ",готовый
20000,Высшее,воспитател,психолог,Женский,2021-04-01,,
40000,Высшее,преподавател,,Женский,2021-08-05,"компьютерн, техническ, Adobe, Office, опытн, оргтехник, Photoshop",
25000,Среднее,инженер,,Женский,2021-10-11,,
50000,Высшее,менеджер,менеджер,Женский,2021-09-05,,
19000,Высшее,инженер,,Женский,2021-11-17,,
30000,Высшее,кладовщик,экономист,Мужской,2021-05-12,,
30000,Среднее,,,Мужской,2021-04-01,,
15000,Среднее,,,Женский,2021-05-16,,
20000,Среднее профессиональное,,,Женский,2021-11-26,,
20000,Среднее профессиональное,бухгалтер,бухгалтер,Женский,2021-04-01,"Word, Office, бухгалтерск, опытн, Excel, налогов",
15000,Среднее,,,Женский,2021-04-10,,
40000,Высшее,,юрист,Женский,2021-10-08,,
40000,Среднее профессиональное,водител,техник,Мужской,2021-04-01,"пунктуальн, ответствен",
100000,Среднее профессиональное,механик,механик,Мужской,2021-04-01,"способн, внимательн",
45000,Высшее,директор,психолог,Женский,2021-04-01,"эффективн, способн",уверенный
30000,,,,Мужской,2021-04-01,,
40000,Среднее профессиональное,,техник,Мужской,2021-04-01,,
35,,,,Женский,2021-07-17,,
25000,Среднее,,,Мужской,2021-06-17,,
50000,Высшее,бухгалтер,,Женский,2021-05-05,,
25000,,,,Мужской,2021-04-01,,
1500,,,,,2021-04-01,,
25000,Среднее профессиональное,,,Мужской,2021-04-01,,
20500,Среднее,машинист,,Мужской,2021-07-16,,
15000,,,,Женский,2021-06-02,,
40000,Среднее,грузчик,,Мужской,2021-04-01,,
25000,Высшее,,экономист,Женский,2021-04-01,пунктуальн,
20000,Высшее,,менеджер,Женский,2021-10-09,,
10000,,,,Мужской,2021-04-01,,
30000,,,,Мужской,2021-08-05,,
20000,,,,Мужской,2021-06-10,,
15000,Незаконченное высшее,,,Мужской,2021-04-01,,
20000,,,,Мужской,2021-11-05,,
30000,Среднее профессиональное,контролер,плотник,Мужской,2021-04-01,,
20000,Высшее,,,Женский,2021-04-01,,
40000,,,,Женский,2021-04-01,,
22000,Среднее профессиональное,сборщик,,Мужской,2021-05-27,,
25000,,,,Женский,2021-04-01,,
30000,Высшее,,,Мужской,2021-08-25,,
20000,,,,Женский,2021-04-09,,
10000,,,,Женский,2021-07-16,,
80000,,,,,2021-04-01,,
30000,Среднее,,,Мужской,2021-04-01,трудолюбив,
30000,,,,Женский,2021-07-21,,
30000,,,,Мужской,2021-04-01,,
16000,Высшее,,экономист,Женский,2021-05-14,,
20000,Высшее,продавец,,Женский,2021-06-24,,
18000,Высшее,,,Женский,2021-11-05,коммуникабельн,
15000,Среднее профессиональное,,архивист,Женский,2021-04-01,"пунктуальн, компьютерн, ответствен",
20000,Среднее профессиональное,грузчик,,Мужской,2021-04-01,,
30000,Среднее профессиональное,,,Мужской,2021-07-24,,
25000,Высшее,секретар,педагог,Женский,2021-05-30,,
25000,Среднее профессиональное,,оператор,Мужской,2021-08-04,свободн,
30000,Среднее профессиональное,водител,машинист,Мужской,2021-11-11,,
90000,Высшее,,математик,Женский,2021-04-13,,
30000,Высшее,менеджер,менеджер,Женский,2021-09-26,,
28000,Среднее профессиональное,продавец,повар,Мужской,2021-04-01,,
35000,Высшее,инспектор,,Женский,2021-11-03,,
35000,Высшее,продавец,менеджер,Женский,2021-04-01,,
15000,,,,Женский,2021-04-01,,
30000,Среднее профессиональное,охранник,,Мужской,2021-04-01,,
50000,,,,Мужской,2021-11-15,,
12130,,,,Женский,2021-04-01,,
15000,,,,Женский,2021-08-07,,
